,Gross Area,Interior Area,Bedrooms,Baths,Floor,Type,Status,Price,City
1092,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
1093,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1094,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1095,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1096,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
1097,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
1098,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1099,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
1100,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
1101,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1102,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1103,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"57,000",Tirana
1104,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"50,000",Tirana
1105,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1106,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1107,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1108,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1109,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1110,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
1111,1104 m2,1104 m2,1,2,5,Land ,Used ,"26,000",Tirana
1112,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
1113,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1114,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1115,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
1116,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
1117,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
1118,197 m2,157 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
1119,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1120,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1121,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1122,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1123,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
1124,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"50,000",Himarë
1125,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
1126,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1127,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
1128,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
1129,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1130,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1131,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
1132,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
1133,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1134,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1135,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
1136,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
1137,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1138,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
1139,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"50,000",Tirana
1140,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
1141,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1142,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1143,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1144,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1145,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
1146,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
1147,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
1148,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
1149,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1150,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1151,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
1152,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"170,000",Tirana
1153,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
1154,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1155,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1156,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1157,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1158,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1159,1104 m2,1104 m2,1,1,2,Land ,Used ,"50,000",Tirana
1160,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"150,000",Himarë
1161,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1162,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1163,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
1164,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
1165,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1166,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
1167,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
1168,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1169,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1170,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1171,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
1172,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
1173,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
1174,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
1175,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
1176,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
1177,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1178,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1179,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1180,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
1181,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
1182,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1183,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
1184,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
1185,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1186,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1187,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
1188,96.78 m2,96.78 m2,1,1,2,Parking ,New ,"57,000",Tirana
1189,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1190,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1191,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1192,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1193,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1194,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
1195,1104 m2,1104 m2,1,1,2,Land ,Used ,"150,000",Tirana
1196,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
1197,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1198,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1199,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
1200,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
1201,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
1202,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
1203,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1204,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1205,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1206,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1207,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
1208,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
1209,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
1210,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1211,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
1212,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
1213,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1214,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1215,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
1216,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
1217,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1218,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1219,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
1220,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
1221,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1222,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
1223,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"57,000",Tirana
1224,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
1225,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1226,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1227,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1228,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1229,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
1230,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
1231,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
1232,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
1233,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1234,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1235,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
1236,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
1237,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
1238,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1239,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1240,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1241,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1242,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1243,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
1244,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"50,000",Himarë
1245,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1246,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1247,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
1248,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
1249,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1250,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
1251,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
1252,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1253,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1254,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1255,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
1256,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
1257,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
1258,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
1259,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
1260,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
1261,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1262,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1263,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1264,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
1265,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
1266,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1267,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
1268,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
1269,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1270,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1271,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
1272,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"170,000",Tirana
1273,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1274,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1275,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1276,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1277,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1278,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
1279,1104 m2,1104 m2,1,1,2,Land ,Used ,"50,000",Tirana
1280,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
1281,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1282,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1283,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
1284,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
1285,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
1286,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
1287,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1288,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1289,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1290,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1291,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
1292,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
1293,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
1294,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1295,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
1296,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
1297,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1298,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1299,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
1300,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
1301,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1302,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1303,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
1304,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
1305,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1306,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
1307,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
1308,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
1309,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1310,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1311,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1312,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1313,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
1314,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
1315,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
1316,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
1317,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1318,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1319,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
1320,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"150,000",Tirana
1321,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
1322,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1323,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1324,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1325,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1326,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1327,1104 m2,1104 m2,1,1,1,Land ,Used ,"170,000",Tirana
1328,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
1329,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1330,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1331,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
1332,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
1333,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1334,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
1335,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
1336,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1337,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1338,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1339,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
1340,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
1341,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
1342,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
1343,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
1344,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
1345,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1346,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1347,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1348,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
1349,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
1350,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1351,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
1352,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
1353,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1354,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1355,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"150,000",Tirana
1356,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
1357,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1358,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1359,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1360,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1361,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1362,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
1363,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
1364,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
1365,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1366,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1367,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
1368,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
1369,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
1370,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
1371,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1372,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1373,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1374,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1375,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
1376,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"26,000",Himarë
1377,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
1378,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1379,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
1380,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
1381,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1382,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1383,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
1384,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
1385,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1386,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1387,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
1388,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
1389,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1390,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
1391,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
1392,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
1393,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1394,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1395,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1396,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1397,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
1398,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
1399,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
1400,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
1401,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1402,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1403,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
1404,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"50,000",Tirana
1405,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
1406,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1407,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1408,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1409,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1410,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1411,1104 m2,1104 m2,1,2,5,Land ,Used ,"26,000",Tirana
1412,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
1413,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1414,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1415,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
1416,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
1417,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
