,Gross Area,Interior Area,Bedrooms,Baths,Floor,Type,Status,Price,City
751,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
752,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
753,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
754,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
755,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
756,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
757,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
758,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
759,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
760,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
761,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
762,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
763,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
764,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
765,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
766,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
767,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
768,96.78 m2,96.78 m2,1,1,2,Parking ,New ,"57,000",Tirana
769,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
770,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
771,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
772,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
773,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
774,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
775,1104 m2,1104 m2,1,1,2,Land ,Used ,"150,000",Tirana
776,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
777,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
778,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
779,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
780,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
781,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
782,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
783,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
784,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
785,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
786,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
787,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
788,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
789,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
790,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
791,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
792,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
793,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
794,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
795,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
796,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
797,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
798,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
799,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
800,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
801,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
802,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
803,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"57,000",Tirana
804,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
805,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
806,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
807,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
808,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
809,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
810,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
811,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
812,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
813,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
814,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
815,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
816,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
817,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
818,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
819,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
820,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
821,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
822,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
823,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
824,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"50,000",Himarë
825,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
826,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
827,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
828,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
829,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
830,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
831,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
832,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
833,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
834,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
835,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
836,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
837,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
838,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
839,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
840,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
841,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
842,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
843,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
844,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
845,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
846,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
847,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
848,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
849,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
850,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
851,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
852,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"170,000",Tirana
853,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
854,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
855,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
856,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
857,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
858,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
859,1104 m2,1104 m2,1,1,2,Land ,Used ,"50,000",Tirana
860,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
861,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
862,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
863,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
864,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
865,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
866,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
867,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
868,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
869,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
870,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
871,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
872,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
873,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
874,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
875,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
876,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
877,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
878,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
879,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
880,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
881,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
882,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
883,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
884,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
885,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
886,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
887,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
888,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
889,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
890,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
891,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
892,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
893,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
894,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
895,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
896,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
897,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
898,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
899,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
900,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"150,000",Tirana
901,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
902,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
903,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
904,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
905,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
906,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
907,1104 m2,1104 m2,1,1,1,Land ,Used ,"170,000",Tirana
908,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
909,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
910,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
911,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
912,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
913,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
914,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
915,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
916,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
917,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
918,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
919,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
920,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
921,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
922,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
923,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
924,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
925,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
926,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
927,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
928,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
929,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
930,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
931,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
932,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
933,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
934,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
935,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"150,000",Tirana
936,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
937,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
938,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
939,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
940,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
941,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
942,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
943,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
944,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
945,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
946,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
947,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
948,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
949,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
950,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
951,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
952,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
953,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
954,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
955,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
956,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"26,000",Himarë
957,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
958,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
959,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
960,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
961,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
962,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
963,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
964,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
965,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
966,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
967,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
968,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
969,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
970,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
971,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
972,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
973,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
974,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
975,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
976,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
977,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
978,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
979,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
980,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
981,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
982,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
983,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
984,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"50,000",Tirana
985,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
986,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
987,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
988,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
989,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
990,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
991,1104 m2,1104 m2,1,2,5,Land ,Used ,"26,000",Tirana
992,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
993,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
994,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
995,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
996,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
997,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
998,197 m2,157 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
999,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
1000,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1001,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
1002,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1003,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
1004,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
1005,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
1006,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
1007,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
1008,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
1009,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1010,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1011,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1012,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
1013,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
1014,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1015,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
1016,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
1017,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1018,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1019,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"50,000",Tirana
1020,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"150,000",Tirana
1021,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1022,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1023,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
1024,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1025,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1026,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
1027,1104 m2,1104 m2,1,1,1,Land ,Used ,"170,000",Tirana
1028,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
1029,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1030,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1031,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
1032,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
1033,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
1034,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
1035,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1036,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1037,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1038,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1039,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
1040,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"150,000",Himarë
1041,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
1042,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
1043,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
1044,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
1045,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
1046,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
1047,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
1048,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
1049,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
1050,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
1051,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
1052,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
1053,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1054,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
1055,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"150,000",Tirana
1056,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
1057,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
1058,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
1059,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
1060,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1061,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
1062,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
1063,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
1064,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
1065,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1066,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1067,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
1068,96.78 m2,96.78 m2,1,1,2,Parking ,New ,"57,000",Tirana
1069,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
1070,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
1071,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1072,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
1073,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
1074,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
1075,1104 m2,1104 m2,1,1,2,Land ,Used ,"150,000",Tirana
1076,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"26,000",Himarë
1077,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
1078,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
1079,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
1080,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
1081,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
1082,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
1083,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
1084,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
1085,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
1086,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
1087,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
1088,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
1089,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
1090,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
1091,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
